web-scraper-order,web-scraper-start-url,get_more_details,get_more_details-href,pages,name,dates,updated,address,city,state,zip,image-src,fulladdress,attendance,exibitors,promotor,showrating
"1672474246-484","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/67606/Portland-Oregon/Parades/Fred-Meyer-Junior-Parade","https://festivalnet.com/fairs-festivals/Oregon?page=4","Fred Meyer Junior Parade","June 2023","Updated 10/25/2021","Hollywood District","Portland","OR","97232","/festival-community/image.php?mode=fno_event_image&band_id=9708&fno_event_id=67606&width=480&height=crop&theme=Sage","2501 NE Sandy Boulevard, Portland, OR 97232","48,000
					
# Food Booths: na","na
					
Juried: no
					
Prize Money: na","Portland Rose Festival Foundation","null"
"1672474248-485","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/91907/Wilsonville-Oregon/Festivals/Charbonneau-Festival-of-the-Arts","https://festivalnet.com/fairs-festivals/Oregon?page=4","Charbonneau Festival of the Arts","June 2023","Updated 3/9/2022","Charbonneau Country Club Clubhouse","Wilsonville","OR","97070","/festival-community/image.php?mode=fno_event_image&band_id=556838&fno_event_id=91907&width=480&height=crop&theme=Sage","32000 SW Charbonneau Drive, Wilsonville, OR 97070","1,000
					
# Food Booths: na","30
					
Juried: yes
					
Prize Money: na","Charbonneau Arts Association","null"
"1672474251-486","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/7500/Lebanon-Oregon/Festivals/Lebanon-Strawberry-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=4","Lebanon Strawberry Festival","June 2 -  5, 2023","Updated 10/11/2022","Cheadle Lake Regional Park","Lebanon","OR","97355","/festival-community/image.php?mode=fno_event_image&band_id=286427&fno_event_id=7500&width=480&height=crop&theme=Sage","37919 Weirich Drive, Lebanon, OR 97355","carnival,  fireworks,  strawberry shortcake","30,000
					
# Food Booths: 18","Lebanon Strawberry Festival","null"
"1672474254-487","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/68884/Gold-Hill-Oregon/Specialty-Theme-Events/Gold-Dust-Day","https://festivalnet.com/fairs-festivals/Oregon?page=4","Gold Dust Day","June 2023","Updated 5/20/2022","Downtown by city park & library","Gold Hill","OR","97525","/festival-community/image.php?mode=fno_event_image&band_id=422666&fno_event_id=68884&width=480&height=crop&theme=Sage","653 2nd Avenue, Gold Hill, OR 97525","500
					
# Food Booths: 5","50
					
Juried: no
					
Prize Money: na","Gold Hill Community Development Organization","null"
"1672474257-488","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/77534/Aurora-Oregon/Vintages/A-Vintage-Flea-June","https://festivalnet.com/fairs-festivals/Oregon?page=4","A Vintage Flea ‑ June","June 2023","Updated 5/9/2022","Margie's Farm & Garden","Aurora","OR","97002","/festival-community/image.php?mode=band_image&band_id=477182&width=480&height=crop&theme=Sage","12814 Arndt Road NE, Aurora, OR 97002","demonstrations,  kids,  door prizes","2,000
					
# Food Booths: 3","Red Dog Events LLC","null"
"1672474260-489","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/23599/Island-City-Oregon/Festivals/Hog-Wild-Days","https://festivalnet.com/fairs-festivals/Oregon?page=4","Hog Wild Days","June 2 -  4, 2023","Updated 7/11/2022","Downtown","Island City","OR","97850","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=ChildrenFamilyEvent%2Fdefault.jpg","10605 Island Ave, Island City, OR 97850","10,000
					
# Food Booths: 12","200
					
Juried: no
					
Prize Money: na","Hog Wild Days","null"
"1672474263-490","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/47723/Wilsonville-Oregon/Art-Shows/Festival-of-Arts-%E2%80%9CThis-Moment-on-Earth%E2%80%9D","https://festivalnet.com/fairs-festivals/Oregon?page=4","Festival of Arts: “This Moment on Earth”","June 2023","Updated 4/20/2022","Meridian United Church of Christ","Wilsonville","OR","97070","/festival-community/image.php?mode=fno_event_image&band_id=275895&fno_event_id=47723&width=480&height=crop&theme=Sage","6750 SW Boeckman Rd, Wilsonville, OR 97070","100
					
Juried: yes
					
Prize Money: na","Art & Craft: 05/07/2022
					
Music: na
					
Food: na","Wilsonville Arts and Culture Council","null"
"1672474265-491","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/67605/Portland-Oregon/Parades/CareOregon-Starlight-Parade","https://festivalnet.com/fairs-festivals/Oregon?page=4","CareOregon Starlight Parade","June 3, 2023","Updated 8/1/2022","Downtown","Portland","OR","97209","/festival-community/image.php?mode=fno_event_image&band_id=9708&fno_event_id=67605&width=480&height=crop&theme=Sage","912 W. Burnside Street, Portland, OR 97209","180,000
					
# Food Booths: na","na
					
Juried: no
					
Prize Money: na","Portland Rose Festival Foundation","null"
"1672474268-492","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/33130/Springfield-Oregon/Art-Competitions/Emerald-Spring-Painting-Exhibition","https://festivalnet.com/fairs-festivals/Oregon?page=4","Emerald Spring Painting Exhibition","May - June 2023","Updated 5/2/2022","Emerald Art Center","Springfield","OR","97477","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=ArtCompetition%2Fdefault6.jpg","500 Main Street, Springfield, OR 97477","na
					
Juried: no
					
Prize Money: $5,000","Art & Craft: 03/15/2022
					
Music: na
					
Food: na","Emerald Art Center","null"
"1672474276-493","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/39721/Reedsport-Oregon/Parades/Memorial-Weekend-Celebration","https://festivalnet.com/fairs-festivals/Oregon?page=3","Memorial Weekend Celebration","May 2023","Updated 4/12/2022","Hahn Memorial Park","Reedsport","OR","97467","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=Parade%2Fdefault9.jpg","680 Fir Avenue, Reedsport, OR 97467","memorial service at hahn park following the parade,  veterans dinner,  patriotic concert","unknown
					
# Food Booths: na","Reedsport Lions Club","null"
"1672474279-494","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/21691/Sumpter-Oregon/Flea-Markets/Sumpter-Flea-Market-Memorial-Day-Weekend","https://festivalnet.com/fairs-festivals/Oregon?page=3","Sumpter Flea Market ‑ Memorial Day Weekend","May 2023","Updated 4/4/2022","The Grounds, 3 Blocks Off Main Street","Sumpter","OR","97877","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=FleaMarketConsignment%2Fdefault.jpg","349 Ibex, Sumpter, OR 97877","1,500
					
# Food Booths: 10","95
					
Juried: no
					
Prize Money: na","City of Sumpter","null"
"1672474282-495","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/23993/Grants-Pass-Oregon/Festivals/Boatnik-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=3","Boatnik Festival","May 2023","Updated 4/19/2022","Riverside Park","Grants Pass","OR","97527","/festival-community/image.php?mode=fno_event_image&band_id=267224&fno_event_id=23993&width=480&height=crop&theme=Sage","304 E Park Street, Grants Pass, OR 97527","85,000
					
# Food Booths: 30","70
					
Juried: no
					
Prize Money: na","Grants Pass Active Club","null"
"1672474285-496","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/11923/Brookings-Oregon/Festivals/Azalea-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=3","Azalea Festival","May 2023","Updated 4/28/2022","Downtown","Brookings","OR","97415","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=ArtsCraftsShow%2Fdefault5.jpg","US‑101 & 5th Street, Brookings, OR 97415","parade,  carnival,  street fair,  book sale,  quilt show,  garden show, art show, car show","15,000
					
# Food Booths: local","City of Brookings, Oregon","null"
"1672474288-497","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/93164/Fossil-Oregon/Specialty-Theme-Events/Fossil-Campout","https://festivalnet.com/fairs-festivals/Oregon?page=3","Fossil Campout","May 26 -  29, 2023","Updated 12/17/2022","Bear Hollow Park","Fossil","OR","97830","/festival-community/image.php?mode=fno_event_image&band_id=584593&fno_event_id=93164&width=480&height=crop&theme=Sage","42853 Highway 19, Fossil, OR 97830","motorcycle games,  motorcycle show trophies awarded,  camping,  informational","250
					
# Food Booths: 5","Abate of Oregon, Inc","null"
"1672474290-498","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/89565/Medford-Oregon/Antiques-Collectibles-Shows/Medford-Spring-Antique-Vintage-Sale","https://festivalnet.com/fairs-festivals/Oregon?page=3","Medford Spring Antique & Vintage Sale","May 2023","Updated 4/10/2022","Medford Armory","Medford","OR","97501","/festival-community/image.php?mode=fno_event_image&band_id=60846&fno_event_id=89565&width=480&height=crop&theme=Sage","1701 S. Pacific Highway, Medford, OR 97501","1,500
					
# Food Booths: na","40
					
Juried: yes
					
Prize Money: na","Twin Bridges Antique Productions","null"
"1672474293-499","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/77533/Portland-Oregon/Antiques-Collectibles-Shows/Maizee-Maes-Vintage-Market","https://festivalnet.com/fairs-festivals/Oregon?page=3","Maizee Mae's Vintage Market","May 2023","Updated 5/10/2022","DoubleTree Hilton Lloyd Center","Portland","OR","97232","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=AntiquesCollectibles%2Fdefault3.jpg","1000 NE Multnomah, Portland, OR 97232","1,000
					
# Food Booths: 1","70
					
Juried: yes
					
Prize Money: na","Maizee Mae's Antiques","null"
"1672474296-500","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/30605/Scio-Oregon/Fiber-Arts-Festivals/Linn-County-Lamb-and-Wool-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=3","Linn County Lamb and Wool Fair","May 2023","Updated 11/3/2021","Scio Fairgrounds","Scio","OR","97374","/festival-community/image.php?mode=band_image&band_id=498535&width=480&height=crop&theme=Sage","38764 N. Ash Street, Scio, OR 97374","demonstrations,  car show,  lamb show,  kids' events","3,000
					
# Food Booths: tba","Lamb and Wool Association","null"
"1672474299-501","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/31684/Maupin-Oregon/Festivals/Maupin-Daze-on-the-Deschutes","https://festivalnet.com/fairs-festivals/Oregon?page=3","Maupin Daze on the Deschutes","May 2023","Updated 5/5/2021","Various Location","Maupin","OR","97037","/festival-community/image.php?mode=fno_event_image&band_id=393208&fno_event_id=31684&width=480&height=crop&theme=Sage","502 Deschutes Avenue, Maupin, OR 97037","kids' activities,  fly fishing instruction & demo,  whitewater rafting,  art & craft vendors","1,500
					
# Food Booths: 6","Maupin Area Chamber of Commerce","null"
"1672474302-502","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/91406/Prineville-Oregon/Vintages/Prineville-Street-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=3","Prineville Street Fair","May 2023","Updated 9/16/2021","Downtown Prineville","Prineville","OR","97754","/festival-community/image.php?mode=fno_event_image&band_id=513583&fno_event_id=91406&width=480&height=crop&theme=Sage","379 NE Belknap, Prineville, OR 97754","1,000
					
# Food Booths: 5","75
					
Juried: yes
					
Prize Money: na","One Decision Mangement LLC","null"
"1672474305-503","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/3202/Florence-Oregon/Festivals/Florence-Rhododendron-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=3","Florence Rhododendron Festival","May 18 -  21, 2023","Updated 8/10/2022","Historic Old Town","Florence","OR","97439","/festival-community/image.php?mode=fno_event_image&band_id=64620&fno_event_id=3202&width=480&height=crop&theme=Sage","160 Maple Street, Florence, OR 97439","38,000
					
# Food Booths: 6","34
					
Juried: yes
					
Prize Money: na","Florence Area Chamber of Commerce","null"
"1672474308-504","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/69319/Joseph-Oregon/Art-Competitions/Wallowa-Valley-Youth-Arts-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=3","Wallowa Valley Youth Arts Festival","May 2023","Updated 3/17/2022","Jospehy Center","Joseph","OR","97846","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=ArtCompetition%2Fdefault.jpg","403 N. Main Street, Joseph, OR 97846","250
					
# Food Booths: na","tba
					
Juried: no
					
Prize Money: na","Wallow County Chamber of Commerce","null"
"1672474311-505","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/89525/Central-Point-Oregon/Sports-Events/Central-Point-Wide-Rogue-Pro-Rodeo","https://festivalnet.com/fairs-festivals/Oregon?page=3","Central Point Wide Rogue Pro Rodeo","May 19 -  20, 2023","Updated 11/29/2022","Jackson County Expo","Central Point","OR","97502","/festival-community/image.php?mode=fno_event_image&band_id=8510&fno_event_id=89525&width=480&height=crop&theme=Sage","1 Peninger Road, Central Point, OR 97502","rodeo","5,000
					
# Food Booths: na","Jackson County Fairgrounds","null"
"1672474314-506","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/93301/Sunriver-Oregon/Wine-Beer-Events/Art-Meets-Wine-in-the-High-Desert","https://festivalnet.com/fairs-festivals/Oregon?page=3","Art Meets Wine in the High Desert","May 15 -  20, 2023","Updated 12/19/2022","SHARC Sunriver Oregon","Sunriver","OR","97707","/festival-community/image.php?mode=fno_event_image&band_id=467398&fno_event_id=93301&width=480&height=crop&theme=Sage","Always Open","500
					
# Food Booths: na","10
					
Juried: no
					
Prize Money: na","Sunriver Womens Club","null"
"1672474317-507","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/88525/Redmond-Oregon/Lifestyle-Healthy-Living-Events/Central-Oregon-Health-Wellness-Expo","https://festivalnet.com/fairs-festivals/Oregon?page=3","Central Oregon Health & Wellness Expo","May 2023","Updated 10/10/2021","Deschutes Fair and Expo Center","Redmond","OR","97756","/festival-community/image.php?mode=fno_event_image&band_id=494883&fno_event_id=88525&width=480&height=crop&theme=Sage","3800 SW Airport Way, Redmond, OR 97756","85
					
Juried: no
					
Prize Money: na","Art & Craft: until full
					
Music: na
					
Food: until full","DAMM Straight Productions, Inc.","null"
"1672474320-508","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/64574/Hermiston-Oregon/Art-Shows/Hermiston-Art-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=3","Hermiston Art Festival","May 2023","Updated 5/1/2022","Downtown District","Hermiston","OR","97838","/festival-community/image.php?mode=fno_event_image&band_id=393306&fno_event_id=64574&width=480&height=crop&theme=Sage","200 NE Second Street, Hermiston, OR 97838","60
					
Juried: yes
					
Prize Money: $1,500","Art & Craft: 04/29/2022
					
Music: na
					
Food: na","Desert Arts Council","null"
"1672474324-509","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/67841/Mcminnville-Oregon/Festivals/UFO-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=3","UFO Festival","May 2023","Updated 10/8/2022","Downtown","Mcminnville","OR","97128","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=FestivalEventFair%2Fdefault10.jpg","310 NE Evans Street, Mcminnville, OR 97128","parade,  ufo speakers","10,000
					
# Food Booths: 8","McMinnville Downtown Association","null"
"1672474327-510","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/30603/Grants-Pass-Oregon/Pow-Wows/Native-American-Arts-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=3","Native American Arts Festival","May 2023","Updated 4/19/2022","Riverside Park","Grants Pass","OR","97527","/festival-community/image.php?mode=fno_event_image&band_id=72965&fno_event_id=30603&width=480&height=crop&theme=Sage","304 E. Park Street, Grants Pass, OR 97527","hand drum singing contest,  mothers day presentation 3pm. free flowers to all mother's","1,000
					
# Food Booths: na","People of the Earth Foundation","null"
"1672474329-511","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/48079/Portland-Oregon/Art-Shows/Ceramic-Showcase","https://festivalnet.com/fairs-festivals/Oregon?page=3","Ceramic Showcase","May 2023","Updated 4/4/2022","Oregon Convention Center","Portland","OR","97232","/festival-community/image.php?mode=fno_event_image&band_id=68004&fno_event_id=48079&width=480&height=crop&theme=Sage","777 NE Martin Luther King Jr Boulevard, Portland, OR 97232","15,000
					
# Food Booths: na","150+
					
Juried: no
					
Prize Money: na","Oregon Potters Association","null"
"1672474332-512","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/40204/Merlin-Oregon/Parades/Magical-Merlin-Parade-and-Craft-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=3","Magical Merlin Parade and Craft Fair","May 2023","Updated 4/26/2022","Merlin Community Park","Merlin","OR","97532","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=Parade%2Fdefault4.jpg","100 Acorn Street, Merlin, OR 97532","3,000
					
# Food Booths: 6","50+
					
Juried: no
					
Prize Money: na","Merlin Community Park","null"
"1672474335-513","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/93485/Salem-Oregon/Flea-Markets/Rummage,-Books,-Furniture,-Plants","https://festivalnet.com/fairs-festivals/Oregon?page=3","Rummage, Books, Furniture, Plants","May 2023","Updated 5/2/2022","South Salem Senior Center","Salem","OR","97306","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=FleaMarketConsignment%2Fdefault4.jpg","6450 Fairway Avenue SE, Salem, OR 97306","1
					
Juried: no
					
Prize Money: na","Art & Craft: 05/02/2022
					
Music: na
					
Food: 05/02/2022","South Salem Seniors, Inc.","null"
"1672474338-514","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/22578/Central-Point-Oregon/Home-and-Garden-Shows/Southern-Oregon-Home-Show","https://festivalnet.com/fairs-festivals/Oregon?page=3","Southern Oregon Home Show","May 5 -  7, 2023","Updated 6/27/2022","Jackson County Expo","Central Point","OR","97502","/festival-community/image.php?mode=fno_event_image&band_id=22578&fno_event_id=22578&width=480&height=crop&theme=Sage","1 Peninger Road, Central Point, OR 97502","diy kid's projects","10,000
					
# Food Booths: na","Builders Association Southern Oregon","null"
"1672474341-515","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/37595/Canby-Oregon/Home-and-Garden-Shows/Spring-Garden-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=3","Spring Garden Fair","April - May 2023","Updated 3/10/2022","Clackamas County Event Center","Canby","OR","97013","/festival-community/image.php?mode=band_image&band_id=497925&width=480&height=crop&theme=Sage","694 NE 4th Avenue, Canby, OR 97013","7,000
					
# Food Booths: na","100
					
Juried: yes
					
Prize Money: na","Clackamas County Master Gardeners Annual Spring Garden","null"
"1672474344-516","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/73025/Rogue-River-Oregon/Ethnic-Festivals/Elk-Mountain-Highland-Games","https://festivalnet.com/fairs-festivals/Oregon?page=3","Elk Mountain Highland Games","April - May 2023","Updated 9/28/2021","Evans Valley Community Association","Rogue River","OR","97537","/festival-community/image.php?mode=fno_event_image&band_id=450081&fno_event_id=73025&width=480&height=crop&theme=Sage","8205 E. Evans Creek Road, Rogue River, OR 97537","highland games,  edged weapons,  may pole dance,  cob building,  bear & braid contest,  kids et","1,500
					
# Food Booths: 4","Evans Valley Community Association","null"
"1672474352-517","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/23355/Tillamook-Oregon/Home-and-Garden-Shows/Headlight-Herald-Home-and-Garden-Show","https://festivalnet.com/fairs-festivals/Oregon?page=2","Headlight Herald Home and Garden Show","April - May 2023","Updated 2/23/2022","Tillamook County Fairgrounds","Tillamook","OR","97141","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=HomeGarden%2Fdefault4.jpg","4603 E. Third Street, Tillamook, OR 97141","70
					
Juried: no
					
Prize Money: na","Art & Craft: 04/15/2022
					
Music: na
					
Food: 03/06/","Headlight Herald Newspaper","null"
"1672474355-518","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/68485/Hood-River-Oregon/Wine-Beer-Events/Hard-Pressed-Cider-Fest","https://festivalnet.com/fairs-festivals/Oregon?page=2","Hard‑Pressed Cider Fest","April 2023","Updated 4/18/2022","Hood River Fairgrounds","Hood River","OR","97031","/festival-community/image.php?mode=fno_event_image&band_id=83558&fno_event_id=68485&width=480&height=crop&theme=Sage","3020 Wyeast Rd, Hood River, OR 97031","3,000
					
# Food Booths: 5","tba
					
Juried: no
					
Prize Money: na","Hood River County Chamber of Commerce","null"
"1672474358-519","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/23362/Salem-Oregon/Specialty-Theme-Events/Oregon-Agricultural-Fest","https://festivalnet.com/fairs-festivals/Oregon?page=2","Oregon Agricultural Fest","April 29 -  30, 2023","Updated 7/13/2022","Oregon State Fairgrounds","Salem","OR","97302","/festival-community/image.php?mode=fno_event_image&band_id=23362&fno_event_id=23362&width=480&height=crop&theme=Sage","2330 17th Avenue S., Salem, OR 97302","petting zoo,  pony rides,  over 25 hands‑on activities for kids","20,000
					
# Food Booths: na","Oregon Ag Fest","null"
"1672474361-520","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/12299/Astoria-Oregon/Festivals/Astoria-Warrenton-Crab,-Seafood-Wine-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=2","Astoria Warrenton Crab, Seafood & Wine Festival","April 28 -  30, 2023","Updated 9/13/2022","Clatsop County Fair & Expo Center","Astoria","OR","97103","/festival-community/image.php?mode=band_image&band_id=12299&width=480&height=crop&theme=Sage","92937 Walluski Loop, Astoria, OR 97103","12,000
					
# Food Booths: 50","190
					
Juried: yes
					
Prize Money: na","Astoria‑Warrenton Area Chamber of Commerce","null"
"1672474363-521","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/11659/Hillsboro-Oregon/Craft-Shows/Every-Husbands-Nightmare-Bazaar-Spring","https://festivalnet.com/fairs-festivals/Oregon?page=2","Every Husband's Nightmare Bazaar ‑ Spring","April 2023","Updated 3/6/2022","Washington County Wingspan Building","Hillsboro","OR","97124","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=ArtsCraftsShow%2Fdefault6.jpg","873 NE 34th Avenue, Hillsboro, OR 97124","50
					
Juried: yes
					
Prize Money: na","Art & Craft: 03/30/2022
					
Music: na
					
Food: na","Every Husband's Nightmare Bazaar","null"
"1672474366-522","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/89297/Albany-Oregon/Home-and-Garden-Shows/Albany-Spring-Home-Garden-Wedding-Show","https://festivalnet.com/fairs-festivals/Oregon?page=2","Albany Spring Home & Garden & Wedding Show","April 2023","Updated 12/14/2021","Linn County Fair & Expo Center","Albany","OR","97322","/festival-community/image.php?mode=band_image&band_id=569890&width=480&height=crop&theme=Sage","3700 Knox Butte Road E., Albany, OR 97322","3,000
					
# Food Booths: na","120
					
Juried: no
					
Prize Money: na","Willamette Valley Productions Oregon","null"
"1672474369-523","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/90697/Albany-Oregon/Home-and-Garden-Shows/Albany-Home,-Garden-and-Wedding-Show-Spring","https://festivalnet.com/fairs-festivals/Oregon?page=2","Albany Home, Garden and Wedding Show ‑ Spring","April 2023","Updated 12/14/2021","Linn County Fair and Expo Center","Albany","OR","97322","/festival-community/image.php?mode=fno_event_image&band_id=569890&fno_event_id=90697&width=480&height=crop&theme=Sage","3700 Knox Butte Road, Albany, OR 97322","150
					
Juried: no
					
Prize Money: na","Art & Craft: until full
					
Music: na
					
Food: na","Willamette Valley Productions","null"
"1672474372-524","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/23987/Burns-Oregon/Festivals/Migratory-Bird-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=2","Migratory Bird Festival","April 2023","Updated 4/5/2022","Various Locations","Burns","OR","97720","/festival-community/image.php?mode=fno_event_image&band_id=307137&fno_event_id=23987&width=480&height=crop&theme=Sage","Broadway Avenue, Burns, OR 97720","500
					
# Food Booths: local","na
					
Juried: no
					
Prize Money: na","Harney County Chamber of Commerce","null"
"1672474375-525","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/37589/The-Dalles-Oregon/Festivals/Northwest-Cherry-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=2","Northwest Cherry Festival","April 21 -  23, 2023","Updated 6/14/2022","Downtown","The Dalles","OR","97058","/festival-community/image.php?mode=fno_event_image&band_id=82252&fno_event_id=37589&width=480&height=crop&theme=Sage","215 E. 1st Street, The Dalles, OR 97058","cancelled for 2020","20,000
					
# Food Booths: 20","The Dalles Area Chamber of Commerce","null"
"1672474377-526","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/67810/Portland-Oregon/Trade-Shows/Portland-Quilt,-Craft-Sewing-Festival-Spring","https://festivalnet.com/fairs-festivals/Oregon?page=2","Portland Quilt, Craft & Sewing Festival ‑ Spring","April 20 -  22, 2023","Updated 12/8/2022","Portland Expo Center","Portland","OR","97217","/festival-community/image.php?mode=band_image&band_id=127397&width=480&height=crop&theme=Sage","2060 N. Marine Drive, Portland, OR 97217","6,000
					
# Food Booths: na","175
					
Juried: yes
					
Prize Money: na","Rusty Barn Promotion Group","null"
"1672474380-527","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/78403/Salem-Oregon/Antiques-Collectibles-Shows/The-Great-Junk-Hunt-Salem","https://festivalnet.com/fairs-festivals/Oregon?page=2","The Great Junk Hunt ‑ Salem","April 14 -  15, 2023","Updated 12/3/2022","Oregon State Fair and Expo","Salem","OR","97301","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=AntiquesCollectibles%2Fdefault4.jpg","2330 17th Street Northeast, Salem, OR 97301","undisclosed
					
# Food Booths: local","100
					
Juried: yes
					
Prize Money: na","FJS Productions","null"
"1672474383-528","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/23361/Hood-River-Oregon/Craft-Shows/Blossom-Craft-Show","https://festivalnet.com/fairs-festivals/Oregon?page=2","Blossom Craft Show","April 2023","Updated 1/24/2022","Fairgrounds","Hood River","OR","97031","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=ArtsCraftsShow%2Fcraft3.jpg","3020 Wyeast Road, Hood River, OR 97031","6,000
					
# Food Booths: 6","120
					
Juried: no
					
Prize Money: na","Hood River County Fairgrounds","null"
"1672474386-529","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/86193/Newberg-Oregon/Festivals/Newberg-Camellia-Festival","https://festivalnet.com/fairs-festivals/Oregon?page=2","Newberg Camellia Festival","April 2023","Updated 10/12/2021","Chehalem Cultural Center","Newberg","OR","97132","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=FestivalEventFair%2Fdefault5.jpg","415 E. Sheridan Street, Newberg, OR 97132","3,000
					
# Food Booths: 10","10
					
Juried: yes
					
Prize Money: na","Chehalem Cultural Center","null"
"1672474389-530","https://festivalnet.com/fairs-festivals/Oregon","","https://festivalnet.com/37581/Medford-Oregon/Craft-Shows/Pear-Blossom-Festival-Street-Fair","https://festivalnet.com/fairs-festivals/Oregon?page=2","Pear Blossom Festival Street Fair","April 2023","Updated 3/3/2022","The Commons Park Blocks","Medford","OR","97501","/festival-community/image.php?mode=fno_event_default_image&width=480&height=crop&image_name=ArtsCraftsShow%2Fdefault5.jpg","Bartlett Between 6 Th & 4 Th, Medford, OR 97501","runs,  parade,  horse drawn wagon rides,  pony rides","26,000
					
# Food Booths: 25","Pear Blossom Festival Association","null"
